filename	split	source	food_name	food_id	db_food_name	q_grade	q_label	q_ratio	angle	weight_base_g	kcal_base	weight_g	kcal
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00001.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00002.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00004.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00005.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00006.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00007.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00008.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00009.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00010.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00012.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00013.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00014.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00015.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00016.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00018.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00019.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00022.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00023.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00024.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00026.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00027.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00029.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00030.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00031.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00032.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00033.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00034.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00035.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00036.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00037.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00038.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00039.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00040.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00041.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00042.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00043.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00044.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00046.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00047.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00048.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00049.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00050.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00051.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00053.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00054.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
side_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00055.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	side	200	348.87	50	87.22
top_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00002.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	top	200	348.87	50	87.22
top_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00003.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	top	200	348.87	50	87.22
top_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00005.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	top	200	348.87	50	87.22
top_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00008.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	top	200	348.87	50	87.22
top_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00009.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	top	200	348.87	50	87.22
top_ÁÖ¸Ô¹ä±è¹ä·ù_Á¢½Ã_±è¹ä_Q1_00012.JPG	train	train	±è¹ä	0	ÀÏ¹Ý±è¹ä	Q1	0	0.25	top	200	348.87	50	87.22
